
"Satellite/GPS_BIIF-10_40730/Transmitter/IIF Link Information"

"Time (UTCG)","Link To ID","Xmtr Power (dBW)","Xmtr Gain (dB)","EIRP (dBW)","Xmtr Azimuth - Phi (deg)","Xmtr Elevation - Theta (deg)","Range (km)","Rcvr Azimuth - Phi (deg)","Rcvr Elevation - Theta (deg)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Carrier Power at Rcvr Input (dBW)","Flux Density (dBW/m^2)","Rcvr Gain (dB)","Free Space Loss (dB)","Atmos Loss (dB)","Rain Loss (dB)","CloudsFog Losss (dB)","TropoScintill Loss (dB)","Prop Loss (dB)","Train (K)","Tatmos (K)","TcloudsFog (K)","TtropoScintill (K)","Tsun (K)","Tearth (K)","Tcosmic (K)","Tother (K)","Tantenna (K)","Tequiv (K)","g/T (dB/K)","C/No (dB*Hz)","C/(No+Io) (dB*Hz)","Bandwidth (MHz)","Bandwidth Overlap (units)","Pol. Rel. Angle (deg)","Polarization Effic (dB)","C/N (dB)","C/(N+I) (dB)","Eb/No (dB)","Eb/(No+Io) (dB)","BER","BER+I","C/I (dB)","DeltaT/T (dB)","Pwr Flux Density (dBW/m^2)"
29 Aug 2025 09:01:50.000,0,15.000,14.7671,29.767,-100.348,13.692,25427.0525,108.279,55.712,1.575,-154.984,-152.777,-129.5802,2.7066,184.5016,0.1617,0.0016,0.0860,0.0000,184.7509,0.049,4.222,2.678,0.000,0.793,7.010,1.285,0.000,16.037,428.136,-23.6092,50.0062,42.1477,2.0460,1.0000,0.000,0.0000,-13.1029,-20.9614,33.0165,25.1580,1.0000e-30,1.0000e-30,-20.1848,24.9820,-136.4586
29 Aug 2025 09:01:55.000,0,15.000,14.7669,29.767,-100.341,13.692,25428.4930,132.149,61.016,1.575,-154.985,-153.296,-129.5814,2.1893,184.5021,0.1620,0.0015,0.0862,0.0000,184.7519,0.049,4.232,2.685,0.000,0.804,7.021,1.285,0.000,16.075,428.174,-24.1269,49.4872,43.9871,2.0460,1.0000,0.000,0.0000,-13.6218,-19.1220,32.4975,26.9974,1.0000e-30,1.0000e-30,-17.6842,21.9624,-139.4795
29 Aug 2025 09:02:00.000,0,15.000,14.7667,29.767,-100.334,13.693,25429.8192,153.361,69.382,1.575,-154.986,-154.625,-129.5826,0.8615,184.5026,0.1624,0.0015,0.0864,0.0000,184.7529,0.049,4.240,2.691,0.000,0.824,7.035,1.284,0.000,16.123,428.222,-25.4551,48.1578,42.4958,2.0460,1.0000,0.000,0.0000,-14.9513,-20.6133,31.1681,25.5061,1.0000e-30,1.0000e-30,-19.2375,22.1862,-139.2568
29 Aug 2025 09:02:05.000,0,15.000,14.7665,29.767,-100.328,13.693,25431.0758,156.522,84.553,1.575,-154.987,-159.320,-129.5837,-3.8327,184.5030,0.1627,0.0015,0.0866,0.0000,184.7538,0.048,4.248,2.697,0.000,0.808,1.268,1.350,0.000,10.420,422.519,-30.0911,43.5207,36.5892,2.0460,1.0000,0.000,0.0000,-19.5883,-26.5199,26.5310,19.5995,1.0000e-30,1.0000e-30,-25.5361,23.8478,-137.6544
29 Aug 2025 09:02:10.000,0,15.000,14.7664,29.766,-100.322,13.694,25432.3246,156.549,84.565,1.575,-154.988,-159.326,-129.5848,-3.8380,184.5034,0.1630,0.0015,0.0868,0.0000,184.7548,0.048,4.257,2.703,0.000,0.808,1.268,1.350,0.000,10.434,422.533,-30.0966,43.5141,36.7434,2.0460,1.0000,0.000,0.0000,-19.5950,-26.3657,26.5244,19.7537,1.0000e-30,1.0000e-30,-25.3401,23.6451,-137.8579
29 Aug 2025 09:02:15.000,0,15.000,14.7662,29.766,-100.317,13.694,25433.5719,156.577,84.578,1.575,-154.990,-159.333,-129.5859,-3.8434,184.5039,0.1633,0.0015,0.0870,0.0000,184.7557,0.048,4.265,2.709,0.000,0.808,1.268,1.350,0.000,10.448,422.547,-30.1022,43.5074,36.8977,2.0460,1.0000,0.000,0.0000,-19.6016,-26.2114,26.5177,19.9080,1.0000e-30,1.0000e-30,-25.1419,23.4403,-138.0634
29 Aug 2025 09:02:20.000,0,15.000,14.7660,29.766,-100.311,13.694,25434.8176,156.604,84.590,1.575,-154.991,-159.339,-129.5870,-3.8488,184.5043,0.1637,0.0015,0.0872,0.0000,184.7567,0.048,4.273,2.714,0.000,0.808,1.268,1.350,0.000,10.462,422.561,-30.1077,43.5008,37.0498,2.0460,1.0000,0.000,0.0000,-19.6082,-26.0592,26.5111,20.0601,1.0000e-30,1.0000e-30,-24.9443,23.2361,-138.2683
29 Aug 2025 09:02:25.000,0,15.000,14.7659,29.766,-100.305,13.695,25436.0619,156.632,84.603,1.575,-154.992,-159.346,-129.5881,-3.8542,184.5047,0.1640,0.0015,0.0874,0.0000,184.7576,0.048,4.281,2.720,0.000,0.808,1.268,1.350,0.000,10.477,422.575,-30.1132,43.4942,37.1974,2.0460,1.0000,0.000,0.0000,-19.6149,-25.9117,26.5045,20.2077,1.0000e-30,1.0000e-30,-24.7506,23.0357,-138.4692
29 Aug 2025 09:02:30.000,0,15.000,14.7657,29.766,-100.299,13.695,25437.3046,156.660,84.615,1.575,-154.993,-159.352,-129.5892,-3.8595,184.5051,0.1643,0.0015,0.0876,0.0000,184.7585,0.048,4.289,2.726,0.000,0.808,1.268,1.350,0.000,10.490,422.589,-30.1187,43.4876,37.1836,2.0460,1.0000,0.000,0.0000,-19.6215,-25.9254,26.4979,20.1939,1.0000e-30,1.0000e-30,-24.7665,23.0450,-138.4604
29 Aug 2025 09:02:35.000,0,15.000,14.7655,29.766,-100.294,13.695,25438.5458,156.687,84.627,1.575,-154.994,-159.359,-129.5904,-3.8649,184.5056,0.1646,0.0015,0.0878,0.0000,184.7595,0.048,4.297,2.732,0.000,0.809,1.268,1.350,0.000,10.505,422.604,-30.1242,43.4809,37.1018,2.0460,1.0000,0.000,0.0000,-19.6281,-26.0073,26.4912,20.1121,1.0000e-30,1.0000e-30,-24.8711,23.1430,-138.3628
29 Aug 2025 09:02:40.000,0,15.000,14.7654,29.765,-100.288,13.696,25439.7855,156.715,84.640,1.575,-154.995,-159.365,-129.5915,-3.8703,184.5060,0.1650,0.0015,0.0880,0.0000,184.7604,0.048,4.306,2.738,0.000,0.809,1.268,1.350,0.000,10.519,422.618,-30.1297,43.4743,37.0288,2.0460,1.0000,0.000,0.0000,-19.6347,-26.0803,26.4846,20.0391,1.0000e-30,1.0000e-30,-24.9638,23.2291,-138.2771
29 Aug 2025 09:02:45.000,0,15.000,14.7652,29.765,-100.282,13.696,25441.0237,156.742,84.652,1.575,-154.996,-159.372,-129.5926,-3.8756,184.5064,0.1653,0.0015,0.0882,0.0000,184.7614,0.048,4.314,2.744,0.000,0.809,1.268,1.350,0.000,10.533,422.632,-30.1352,43.4677,36.9653,2.0460,1.0000,0.000,0.0000,-19.6413,-26.1438,26.4780,19.9756,1.0000e-30,1.0000e-30,-25.0438,23.3025,-138.2040
29 Aug 2025 09:02:50.000,0,15.000,14.7650,29.765,-100.276,13.696,25442.2604,156.770,84.664,1.575,-154.997,-159.378,-129.5937,-3.8810,184.5068,0.1656,0.0015,0.0884,0.0000,184.7623,0.048,4.322,2.750,0.000,0.809,1.268,1.350,0.000,10.548,422.647,-30.1407,43.4611,36.9119,2.0460,1.0000,0.000,0.0000,-19.6480,-26.1971,26.4714,19.9222,1.0000e-30,1.0000e-30,-25.1105,23.3626,-138.1440
29 Aug 2025 09:02:55.000,0,15.000,14.7648,29.765,-100.270,13.697,25443.4955,156.797,84.676,1.575,-154.998,-159.385,-129.5948,-3.8863,184.5072,0.1659,0.0015,0.0885,0.0000,184.7633,0.048,4.331,2.756,0.000,0.809,1.268,1.350,0.000,10.562,422.661,-30.1462,43.4545,36.8692,2.0460,1.0000,0.000,0.0000,-19.6546,-26.2398,26.4648,19.8795,1.0000e-30,1.0000e-30,-25.1635,23.4089,-138.0978
29 Aug 2025 09:03:00.000,0,15.000,14.7647,29.765,-100.265,13.697,25444.7291,156.825,84.689,1.575,-155.000,-159.391,-129.5959,-3.8917,184.5077,0.1663,0.0015,0.0887,0.0000,184.7642,0.048,4.339,2.763,0.000,0.809,1.268,1.350,0.000,10.576,422.675,-30.1517,43.4479,36.8376,2.0460,1.0000,0.000,0.0000,-19.6612,-26.2715,26.4582,19.8479,1.0000e-30,1.0000e-30,-25.2021,23.4409,-138.0658
29 Aug 2025 09:03:05.000,0,15.000,14.7645,29.765,-100.259,13.697,25445.9611,156.853,84.701,1.575,-155.001,-159.398,-129.5970,-3.8970,184.5081,0.1666,0.0015,0.0889,0.0000,184.7652,0.048,4.347,2.769,0.000,0.809,1.268,1.350,0.000,10.591,422.690,-30.1572,43.4413,36.8173,2.0460,1.0000,0.000,0.0000,-19.6678,-26.2918,26.4516,19.8276,1.0000e-30,1.0000e-30,-25.2263,23.4585,-138.0482
29 Aug 2025 09:03:10.000,0,15.000,14.7644,29.764,-100.253,13.698,25447.1917,156.880,84.713,1.575,-155.002,-159.404,-129.5981,-3.9024,184.5085,0.1669,0.0015,0.0891,0.0000,184.7661,0.048,4.356,2.775,0.000,0.809,1.268,1.350,0.000,10.606,422.705,-30.1627,43.4347,36.8085,2.0460,1.0000,0.000,0.0000,-19.6744,-26.3006,26.4450,19.8188,1.0000e-30,1.0000e-30,-25.2357,23.4613,-138.0452
29 Aug 2025 09:03:15.000,0,15.000,14.7642,29.764,-100.247,13.698,25448.4207,156.908,84.725,1.575,-155.003,-159.411,-129.5993,-3.9077,184.5089,0.1673,0.0015,0.0893,0.0000,184.7671,0.048,4.364,2.781,0.000,0.809,1.268,1.350,0.000,10.620,422.719,-30.1682,43.4281,36.8112,2.0460,1.0000,0.000,0.0000,-19.6810,-26.2979,26.4384,19.8215,1.0000e-30,1.0000e-30,-25.2304,23.4494,-138.0568
29 Aug 2025 09:03:20.000,0,15.000,14.7640,29.764,-100.241,13.698,25449.6482,156.935,84.738,1.575,-155.004,-159.417,-129.6004,-3.9130,184.5093,0.1676,0.0015,0.0895,0.0000,184.7680,0.048,4.373,2.787,0.000,0.809,1.268,1.350,0.000,10.635,422.734,-30.1737,43.4215,36.8253,2.0460,1.0000,0.000,0.0000,-19.6876,-26.2837,26.4318,19.8356,1.0000e-30,1.0000e-30,-25.2104,23.4228,-138.0830
29 Aug 2025 09:03:25.000,0,15.000,14.7639,29.764,-100.235,13.699,25450.8741,156.963,84.750,1.575,-155.005,-159.423,-129.6015,-3.9184,184.5098,0.1679,0.0015,0.0897,0.0000,184.7690,0.048,4.381,2.793,0.000,0.809,1.268,1.350,0.000,10.650,422.748,-30.1792,43.4149,36.8506,2.0460,1.0000,0.000,0.0000,-19.6942,-26.2584,26.4252,19.8609,1.0000e-30,1.0000e-30,-25.1761,23.3819,-138.1235
29 Aug 2025 09:03:30.000,0,15.000,14.7637,29.764,-100.229,13.699,25452.0985,156.990,84.762,1.575,-155.006,-159.430,-129.6026,-3.9237,184.5102,0.1683,0.0015,0.0899,0.0000,184.7699,0.048,4.389,2.799,0.000,0.809,1.268,1.350,0.000,10.664,422.763,-30.1847,43.4083,36.8868,2.0460,1.0000,0.000,0.0000,-19.7008,-26.2223,26.4186,19.8971,1.0000e-30,1.0000e-30,-25.1278,23.3270,-138.1779
29 Aug 2025 09:03:35.000,0,15.000,14.7635,29.764,-100.223,13.699,25453.3214,157.018,84.774,1.575,-155.007,-159.436,-129.6037,-3.9290,184.5106,0.1686,0.0015,0.0901,0.0000,184.7709,0.048,4.398,2.806,0.000,0.809,1.268,1.350,0.000,10.679,422.778,-30.1901,43.4017,36.9333,2.0460,1.0000,0.000,0.0000,-19.7074,-26.1757,26.4120,19.9436,1.0000e-30,1.0000e-30,-25.0659,23.2585,-138.2457
29 Aug 2025 09:03:40.000,0,15.000,14.7634,29.763,-100.218,13.700,25454.5427,157.046,84.786,1.575,-155.008,-159.443,-129.6048,-3.9343,184.5110,0.1689,0.0015,0.0903,0.0000,184.7718,0.048,4.407,2.812,0.000,0.809,1.268,1.350,0.000,10.694,422.793,-30.1956,43.3951,36.9896,2.0460,1.0000,0.000,0.0000,-19.7140,-26.1194,26.4054,19.9999,1.0000e-30,1.0000e-30,-24.9911,23.1771,-138.3264
29 Aug 2025 09:03:45.000,0,15.000,14.7632,29.763,-100.212,13.700,25455.7625,157.073,84.798,1.575,-155.010,-159.449,-129.6060,-3.9397,184.5114,0.1693,0.0015,0.0906,0.0000,184.7728,0.048,4.415,2.818,0.000,0.809,1.268,1.350,0.000,10.708,422.807,-30.2011,43.3885,37.0550,2.0460,1.0000,0.000,0.0000,-19.7206,-26.0540,26.3988,20.0653,1.0000e-30,1.0000e-30,-24.9041,23.0835,-138.4192
29 Aug 2025 09:03:50.000,0,15.000,14.7630,29.763,-100.206,13.700,25456.9808,157.101,84.810,1.575,-155.011,-159.456,-129.6071,-3.9450,184.5118,0.1696,0.0015,0.0908,0.0000,184.7737,0.048,4.424,2.824,0.000,0.809,1.268,1.350,0.000,10.723,422.822,-30.2066,43.3819,37.1289,2.0460,1.0000,0.000,0.0000,-19.7272,-25.9802,26.3922,20.1392,1.0000e-30,1.0000e-30,-24.8056,22.9784,-138.5234
29 Aug 2025 09:03:55.000,0,15.000,14.7629,29.763,-100.200,13.701,25458.1975,157.128,84.823,1.575,-155.012,-159.462,-129.6082,-3.9503,184.5123,0.1699,0.0015,0.0910,0.0000,184.7747,0.048,4.433,2.831,0.000,0.809,1.268,1.350,0.000,10.738,422.837,-30.2120,43.3753,36.9906,2.0460,1.0000,0.000,0.0000,-19.7338,-26.1184,26.3856,20.0009,1.0000e-30,1.0000e-30,-24.9839,23.1501,-138.3507
29 Aug 2025 09:04:00.000,0,15.000,14.7627,29.763,-100.194,13.701,25459.4127,157.156,84.835,1.575,-155.013,-159.469,-129.6093,-3.9556,184.5127,0.1703,0.0015,0.0912,0.0000,184.7757,0.048,4.441,2.837,0.000,0.809,1.268,1.350,0.000,10.753,422.852,-30.2175,43.3687,36.8272,2.0460,1.0000,0.000,0.0000,-19.7403,-26.2819,26.3790,19.8375,1.0000e-30,1.0000e-30,-25.1931,23.3528,-138.1470
29 Aug 2025 09:04:05.000,0,15.000,14.7626,29.763,-100.188,13.701,25460.6263,157.184,84.847,1.575,-155.014,-159.475,-129.6104,-3.9609,184.5131,0.1706,0.0015,0.0914,0.0000,184.7766,0.048,4.450,2.843,0.000,0.809,1.268,1.350,0.000,10.768,422.867,-30.2229,43.3621,36.6606,2.0460,1.0000,0.000,0.0000,-19.7469,-26.4485,26.3724,19.6709,1.0000e-30,1.0000e-30,-25.4043,23.5574,-137.9414
29 Aug 2025 09:04:10.000,0,15.000,14.7624,29.762,-100.182,13.701,25461.8384,157.211,84.859,1.575,-155.015,-159.481,-129.6116,-3.9662,184.5135,0.1710,0.0015,0.0916,0.0000,184.7776,0.048,4.459,2.850,0.000,0.809,1.268,1.350,0.000,10.783,422.882,-30.2284,43.3556,36.4932,2.0460,1.0000,0.000,0.0000,-19.7535,-26.6159,26.3659,19.5035,1.0000e-30,1.0000e-30,-25.6143,23.7608,-137.7367
29 Aug 2025 09:04:15.000,0,15.000,14.7622,29.762,-100.176,13.702,25463.0490,157.239,84.871,1.575,-155.016,-159.488,-129.6127,-3.9715,184.5139,0.1713,0.0015,0.0918,0.0000,184.7785,0.048,4.467,2.856,0.000,0.809,1.268,1.350,0.000,10.798,422.897,-30.2339,43.3490,36.3272,2.0460,1.0000,0.000,0.0000,-19.7601,-26.7819,26.3593,19.3375,1.0000e-30,1.0000e-30,-25.8207,23.9607,-137.5357
29 Aug 2025 09:04:20.000,0,15.000,14.7621,29.762,-100.170,13.702,25464.2588,154.441,98.252,1.575,-155.017,-167.331,-129.6138,-11.8139,184.5143,0.1717,0.0015,0.0920,0.0000,184.7795,0.048,4.476,2.862,0.000,0.855,7.043,1.284,0.000,16.568,428.667,-38.1351,35.4467,12.4714,2.0460,1.0000,0.000,0.0000,-27.6624,-50.6376,18.4570,-4.5183,1.0000e-30,2.0028e-01,-50.6157,40.8533,-120.5831
