
"Satellite/GPS_BIIF-10_40730/Transmitter/IIF Link Information"

"Time (UTCG)","Link To ID","Xmtr Power (dBW)","Xmtr Gain (dB)","EIRP (dBW)","Xmtr Azimuth - Phi (deg)","Xmtr Elevation - Theta (deg)","Range (km)","Rcvr Azimuth - Phi (deg)","Rcvr Elevation - Theta (deg)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Carrier Power at Rcvr Input (dBW)","Flux Density (dBW/m^2)","Rcvr Gain (dB)","Free Space Loss (dB)","Atmos Loss (dB)","Rain Loss (dB)","CloudsFog Losss (dB)","TropoScintill Loss (dB)","Prop Loss (dB)","Train (K)","Tatmos (K)","TcloudsFog (K)","TtropoScintill (K)","Tsun (K)","Tearth (K)","Tcosmic (K)","Tother (K)","Tantenna (K)","Tequiv (K)","g/T (dB/K)","C/No (dB*Hz)","C/(No+Io) (dB*Hz)","Bandwidth (MHz)","Bandwidth Overlap (units)","Pol. Rel. Angle (deg)","Polarization Effic (dB)","C/N (dB)","C/(N+I) (dB)","Eb/No (dB)","Eb/(No+Io) (dB)","BER","BER+I","C/I (dB)","DeltaT/T (dB)","Pwr Flux Density (dBW/m^2)"
29 Aug 2025 09:01:35.000,0,15.000,14.7677,29.768,-100.371,13.691,25421.9163,51.749,47.753,1.575,-154.979,-152.094,-129.5757,3.3853,184.4999,0.1604,0.0016,0.0853,0.0000,184.7471,0.050,4.190,2.655,0.000,1.401,0.008,1.350,0.000,9.653,421.752,-22.8653,50.7545,50.7545,2.0460,1.0000,0.000,0.0000,-12.3546,-12.3546,33.7648,33.7648,1.0000e-30,1.0000e-30,49.9349,-44.3894,-207.4172
29 Aug 2025 09:01:40.000,0,15.000,14.7675,29.768,-100.364,13.691,25423.7590,53.811,26.867,1.575,-154.981,-150.812,-129.5773,4.6690,184.5005,0.1608,0.0016,0.0855,0.0000,184.7484,0.049,4.201,2.663,0.000,1.324,0.010,1.350,0.000,9.599,421.698,-21.5810,52.0372,52.0372,2.0460,1.0000,0.000,0.0000,-11.0719,-11.0719,35.0475,35.0475,1.0000e-30,1.0000e-30,56.9490,-50.1209,-215.2150
29 Aug 2025 09:01:45.000,0,15.000,14.7673,29.767,-100.356,13.692,25425.4759,54.468,5.929,1.575,-154.982,-149.881,-129.5788,5.6014,184.5011,0.1613,0.0016,0.0858,0.0000,184.7497,0.049,4.213,2.671,0.000,0.738,0.014,1.350,0.000,9.034,421.133,-20.6428,52.9739,52.9739,2.0460,1.0000,0.000,0.0000,-10.1351,-10.1352,35.9842,35.9842,1.0000e-30,1.0000e-30,36.4217,-28.6568,-194.2341
29 Aug 2025 09:01:50.000,0,15.000,14.7671,29.767,-100.348,13.692,25427.0525,54.319,-15.019,1.575,-154.984,-149.994,-129.5802,5.4896,184.5016,0.1617,0.0016,0.0860,0.0000,184.7509,0.049,4.222,2.678,0.000,0.000,0.015,1.350,0.000,8.314,420.413,-20.7472,52.8682,52.8242,2.0460,1.0000,0.000,0.0000,-10.2409,-10.2849,35.8785,35.8345,1.0000e-30,1.0000e-30,9.6805,-2.0213,-166.9823
29 Aug 2025 09:01:55.000,0,15.000,14.7669,29.767,-100.341,13.692,25428.4930,53.235,-35.946,1.575,-154.985,-150.650,-129.5814,4.8353,184.5021,0.1620,0.0015,0.0862,0.0000,184.7519,0.049,4.232,2.685,0.000,0.000,0.034,1.350,0.000,8.348,420.447,-21.4019,52.2123,51.9040,2.0460,1.0000,0.000,0.0000,-10.8968,-11.2050,35.2226,34.9143,1.0000e-30,1.0000e-30,0.4373,6.5659,-154.7599
29 Aug 2025 09:02:00.000,0,15.000,14.7667,29.767,-100.334,13.693,25429.8192,49.999,-56.782,1.575,-154.986,-152.037,-129.5826,3.4490,184.5026,0.1624,0.0015,0.0864,0.0000,184.7529,0.049,4.240,2.691,0.000,0.000,0.056,1.349,0.000,8.385,420.484,-22.7885,50.8244,50.3400,2.0460,1.0000,0.000,0.0000,-12.2846,-12.7691,33.8347,33.3503,1.0000e-30,1.0000e-30,-3.0039,8.6193,-145.1768
29 Aug 2025 09:02:05.000,0,15.000,14.7665,29.767,-100.328,13.693,25431.0758,76.540,-65.933,1.575,-154.987,-157.732,-129.5837,-2.2445,184.5030,0.1627,0.0015,0.0866,0.0000,184.7538,0.048,4.248,2.697,0.000,0.000,0.073,1.350,0.000,8.417,420.515,-28.4823,45.1296,44.9538,2.0460,1.0000,0.000,0.0000,-17.9795,-18.1553,28.1399,27.9641,1.0000e-30,1.0000e-30,-4.1394,4.0599,-144.3235
29 Aug 2025 09:02:10.000,0,15.000,14.7664,29.766,-100.322,13.694,25432.3246,76.555,-65.963,1.575,-154.988,-157.743,-129.5848,-2.2543,184.5034,0.1630,0.0015,0.0868,0.0000,184.7548,0.048,4.257,2.703,0.000,0.000,0.073,1.350,0.000,8.431,420.530,-28.4923,45.1184,44.9468,2.0460,1.0000,0.000,0.0000,-17.9906,-18.1623,28.1287,27.9571,1.0000e-30,1.0000e-30,-4.0457,3.9551,-144.4083
29 Aug 2025 09:02:15.000,0,15.000,14.7662,29.766,-100.317,13.694,25433.5719,76.571,-65.992,1.575,-154.990,-157.754,-129.5859,-2.2642,184.5039,0.1633,0.0015,0.0870,0.0000,184.7557,0.048,4.265,2.709,0.000,0.000,0.073,1.350,0.000,8.445,420.544,-28.5023,45.1073,44.9422,2.0460,1.0000,0.000,0.0000,-18.0018,-18.1668,28.1176,27.9525,1.0000e-30,1.0000e-30,-3.8840,3.7822,-144.5610
29 Aug 2025 09:02:20.000,0,15.000,14.7660,29.766,-100.311,13.694,25434.8176,76.586,-66.021,1.575,-154.991,-157.765,-129.5870,-2.2741,184.5043,0.1637,0.0015,0.0872,0.0000,184.7567,0.048,4.273,2.714,0.000,0.000,0.073,1.350,0.000,8.459,420.558,-28.5123,45.0962,44.9402,2.0460,1.0000,0.000,0.0000,-18.0129,-18.1688,28.1065,27.9505,1.0000e-30,1.0000e-30,-3.6425,3.5296,-144.7934
29 Aug 2025 09:02:25.000,0,15.000,14.7659,29.766,-100.305,13.695,25436.0619,76.601,-66.051,1.575,-154.992,-157.776,-129.5881,-2.2840,184.5047,0.1640,0.0015,0.0874,0.0000,184.7576,0.048,4.281,2.720,0.000,0.000,0.073,1.350,0.000,8.473,420.572,-28.5224,45.0850,44.9408,2.0460,1.0000,0.000,0.0000,-18.0240,-18.1682,28.0953,27.9511,1.0000e-30,1.0000e-30,-3.3074,3.1833,-145.1193
29 Aug 2025 09:02:30.000,0,15.000,14.7657,29.766,-100.299,13.695,25437.3046,76.617,-66.080,1.575,-154.993,-157.787,-129.5892,-2.2939,184.5051,0.1643,0.0015,0.0876,0.0000,184.7585,0.048,4.289,2.726,0.000,0.000,0.073,1.350,0.000,8.487,420.586,-28.5324,45.0738,44.9439,2.0460,1.0000,0.000,0.0000,-18.0352,-18.1652,28.0841,27.9542,1.0000e-30,1.0000e-30,-2.8615,2.7263,-145.5560
29 Aug 2025 09:02:35.000,0,15.000,14.7655,29.766,-100.294,13.695,25438.5458,76.632,-66.110,1.575,-154.994,-157.798,-129.5904,-2.3038,184.5056,0.1646,0.0015,0.0878,0.0000,184.7595,0.048,4.297,2.732,0.000,0.000,0.073,1.350,0.000,8.501,420.600,-28.5425,45.0627,44.9490,2.0460,1.0000,0.000,0.0000,-18.0464,-18.1601,28.0730,27.9593,1.0000e-30,1.0000e-30,-2.2834,2.1370,-146.1247
29 Aug 2025 09:02:40.000,0,15.000,14.7654,29.765,-100.288,13.696,25439.7855,76.647,-66.139,1.575,-154.995,-157.809,-129.5915,-2.3137,184.5060,0.1650,0.0015,0.0880,0.0000,184.7604,0.048,4.306,2.738,0.000,0.000,0.073,1.350,0.000,8.516,420.615,-28.5526,45.0515,44.9556,2.0460,1.0000,0.000,0.0000,-18.0576,-18.1535,28.0618,27.9659,1.0000e-30,1.0000e-30,-1.5454,1.3878,-146.8533
29 Aug 2025 09:02:45.000,0,15.000,14.7652,29.765,-100.282,13.696,25441.0237,76.663,-66.169,1.575,-154.996,-157.820,-129.5926,-2.3237,184.5064,0.1653,0.0015,0.0882,0.0000,184.7614,0.048,4.314,2.744,0.000,0.000,0.073,1.350,0.000,8.530,420.629,-28.5627,45.0403,44.9630,2.0460,1.0000,0.000,0.0000,-18.0688,-18.1460,28.0506,27.9733,1.0000e-30,1.0000e-30,-0.6095,0.4407,-147.7796
29 Aug 2025 09:02:50.000,0,15.000,14.7650,29.765,-100.276,13.696,25442.2604,76.678,-66.198,1.575,-154.997,-157.831,-129.5937,-2.3336,184.5068,0.1656,0.0015,0.0884,0.0000,184.7623,0.048,4.322,2.750,0.000,0.000,0.073,1.350,0.000,8.544,420.643,-28.5728,45.0291,44.9703,2.0460,1.0000,0.000,0.0000,-18.0800,-18.1387,28.0394,27.9806,1.0000e-30,1.0000e-30,0.5785,-0.7585,-148.9580
29 Aug 2025 09:02:55.000,0,15.000,14.7648,29.765,-100.270,13.697,25443.4955,76.693,-66.227,1.575,-154.998,-157.842,-129.5948,-2.3436,184.5072,0.1659,0.0015,0.0885,0.0000,184.7633,0.048,4.331,2.756,0.000,0.000,0.073,1.350,0.000,8.559,420.658,-28.5829,45.0178,44.9765,2.0460,1.0000,0.000,0.0000,-18.0912,-18.1326,28.0281,27.9868,1.0000e-30,1.0000e-30,2.1031,-2.2943,-150.4729
29 Aug 2025 09:03:00.000,0,15.000,14.7647,29.765,-100.265,13.697,25444.7291,76.709,-66.257,1.575,-155.000,-157.853,-129.5959,-2.3536,184.5077,0.1663,0.0015,0.0887,0.0000,184.7642,0.048,4.339,2.763,0.000,0.000,0.073,1.350,0.000,8.573,420.672,-28.5930,45.0066,44.9806,2.0460,1.0000,0.000,0.0000,-18.1025,-18.1285,28.0169,27.9909,1.0000e-30,1.0000e-30,4.1093,-4.3117,-152.4692
29 Aug 2025 09:03:05.000,0,15.000,14.7645,29.765,-100.259,13.697,25445.9611,76.724,-66.286,1.575,-155.001,-157.864,-129.5970,-2.3636,184.5081,0.1666,0.0015,0.0889,0.0000,184.7652,0.048,4.347,2.769,0.000,0.000,0.073,1.350,0.000,8.587,420.686,-28.6032,44.9953,44.9816,2.0460,1.0000,0.000,0.0000,-18.1137,-18.1274,28.0056,27.9919,1.0000e-30,1.0000e-30,6.8849,-7.0986,-155.2349
29 Aug 2025 09:03:10.000,0,15.000,14.7644,29.764,-100.253,13.698,25447.1917,76.739,-66.316,1.575,-155.002,-157.875,-129.5981,-2.3736,184.5085,0.1669,0.0015,0.0891,0.0000,184.7661,0.048,4.356,2.775,0.000,0.000,0.073,1.350,0.000,8.602,420.701,-28.6133,44.9841,44.9789,2.0460,1.0000,0.000,0.0000,-18.1250,-18.1301,27.9944,27.9892,1.0000e-30,1.0000e-30,11.1560,-11.3810,-159.4960
29 Aug 2025 09:03:15.000,0,15.000,14.7642,29.764,-100.247,13.698,25448.4207,76.755,-66.345,1.575,-155.003,-157.886,-129.5993,-2.3836,184.5089,0.1673,0.0015,0.0893,0.0000,184.7671,0.048,4.364,2.781,0.000,0.000,0.073,1.350,0.000,8.616,420.715,-28.6235,44.9728,44.9721,2.0460,1.0000,0.000,0.0000,-18.1363,-18.1369,27.9831,27.9824,1.0000e-30,1.0000e-30,20.0884,-20.3246,-168.4182
29 Aug 2025 09:03:20.000,0,15.000,14.7640,29.764,-100.241,13.698,25449.6482,76.770,-66.375,1.575,-155.004,-157.898,-129.6004,-2.3936,184.5093,0.1676,0.0015,0.0895,0.0000,184.7680,0.048,4.373,2.787,0.000,0.000,0.073,1.350,0.000,8.631,420.730,-28.6337,44.9615,44.9611,2.0460,1.0000,0.000,0.0000,-18.1476,-18.1480,27.9718,27.9714,1.0000e-30,1.0000e-30,22.2232,-22.4708,-170.5428
29 Aug 2025 09:03:25.000,0,15.000,14.7639,29.764,-100.235,13.699,25450.8741,76.785,-66.404,1.575,-155.005,-157.909,-129.6015,-2.4037,184.5098,0.1679,0.0015,0.0897,0.0000,184.7690,0.048,4.381,2.793,0.000,0.000,0.073,1.350,0.000,8.646,420.745,-28.6439,44.9502,44.9461,2.0460,1.0000,0.000,0.0000,-18.1589,-18.1630,27.9605,27.9564,1.0000e-30,1.0000e-30,12.0728,-12.3317,-160.3820
29 Aug 2025 09:03:30.000,0,15.000,14.7637,29.764,-100.229,13.699,25452.0985,76.800,-66.433,1.575,-155.006,-157.920,-129.6026,-2.4137,184.5102,0.1683,0.0015,0.0899,0.0000,184.7699,0.048,4.389,2.799,0.000,0.000,0.073,1.350,0.000,8.660,420.759,-28.6541,44.9389,44.9276,2.0460,1.0000,0.000,0.0000,-18.1702,-18.1815,27.9492,27.9379,1.0000e-30,1.0000e-30,7.6802,-7.9504,-155.9789
29 Aug 2025 09:03:35.000,0,15.000,14.7635,29.764,-100.223,13.699,25453.3214,76.816,-66.463,1.575,-155.007,-157.931,-129.6037,-2.4238,184.5106,0.1686,0.0015,0.0901,0.0000,184.7709,0.048,4.398,2.806,0.000,0.000,0.073,1.350,0.000,8.675,420.774,-28.6643,44.9275,44.9064,2.0460,1.0000,0.000,0.0000,-18.1815,-18.2027,27.9378,27.9167,1.0000e-30,1.0000e-30,4.9328,-5.2143,-153.2210
29 Aug 2025 09:03:40.000,0,15.000,14.7634,29.763,-100.218,13.700,25454.5427,76.831,-66.492,1.575,-155.008,-157.942,-129.6048,-2.4339,184.5110,0.1689,0.0015,0.0903,0.0000,184.7718,0.048,4.407,2.812,0.000,0.000,0.073,1.350,0.000,8.690,420.789,-28.6745,44.9162,44.8833,2.0460,1.0000,0.000,0.0000,-18.1929,-18.2258,27.9265,27.8936,1.0000e-30,1.0000e-30,2.9982,-3.2911,-151.2758
29 Aug 2025 09:03:45.000,0,15.000,14.7632,29.763,-100.212,13.700,25455.7625,76.846,-66.522,1.575,-155.010,-157.954,-129.6060,-2.4440,184.5114,0.1693,0.0015,0.0906,0.0000,184.7728,0.048,4.415,2.818,0.000,0.000,0.073,1.350,0.000,8.704,420.803,-28.6847,44.9048,44.8592,2.0460,1.0000,0.000,0.0000,-18.2042,-18.2499,27.9151,27.8695,1.0000e-30,1.0000e-30,1.5585,-1.8627,-149.8252
29 Aug 2025 09:03:50.000,0,15.000,14.7630,29.763,-100.206,13.700,25456.9808,76.862,-66.551,1.575,-155.011,-157.965,-129.6071,-2.4541,184.5118,0.1696,0.0015,0.0908,0.0000,184.7737,0.048,4.424,2.824,0.000,0.000,0.073,1.350,0.000,8.719,420.818,-28.6950,44.8934,44.8349,2.0460,1.0000,0.000,0.0000,-18.2156,-18.2742,27.9037,27.8452,1.0000e-30,1.0000e-30,0.4562,-0.7718,-148.7121
29 Aug 2025 09:03:55.000,0,15.000,14.7629,29.763,-100.200,13.701,25458.1975,76.877,-66.580,1.575,-155.012,-157.976,-129.6082,-2.4642,184.5123,0.1699,0.0015,0.0910,0.0000,184.7747,0.048,4.433,2.831,0.000,0.000,0.073,1.350,0.000,8.734,420.833,-28.7053,44.8821,44.8110,2.0460,1.0000,0.000,0.0000,-18.2270,-18.2980,27.8924,27.8213,1.0000e-30,1.0000e-30,-0.3992,0.0722,-147.8458
29 Aug 2025 09:04:00.000,0,15.000,14.7627,29.763,-100.194,13.701,25459.4127,76.892,-66.610,1.575,-155.013,-157.987,-129.6093,-2.4743,184.5127,0.1703,0.0015,0.0912,0.0000,184.7757,0.048,4.441,2.837,0.000,0.000,0.073,1.350,0.000,8.749,420.848,-28.7155,44.8707,44.7882,2.0460,1.0000,0.000,0.0000,-18.2384,-18.3209,27.8810,27.7985,1.0000e-30,1.0000e-30,-1.0653,0.7269,-147.1686
29 Aug 2025 09:04:05.000,0,15.000,14.7626,29.763,-100.188,13.701,25460.6263,76.908,-66.639,1.575,-155.014,-157.998,-129.6104,-2.4844,184.5131,0.1706,0.0015,0.0914,0.0000,184.7766,0.048,4.450,2.843,0.000,0.000,0.073,1.350,0.000,8.764,420.863,-28.7258,44.8592,44.7667,2.0460,1.0000,0.000,0.0000,-18.2498,-18.3424,27.8695,27.7770,1.0000e-30,1.0000e-30,-1.5817,1.2319,-146.6411
29 Aug 2025 09:04:10.000,0,15.000,14.7624,29.762,-100.182,13.701,25461.8384,76.923,-66.669,1.575,-155.015,-158.010,-129.6116,-2.4946,184.5135,0.1710,0.0015,0.0916,0.0000,184.7776,0.048,4.459,2.850,0.000,0.000,0.073,1.350,0.000,8.779,420.878,-28.7361,44.8478,44.7468,2.0460,1.0000,0.000,0.0000,-18.2612,-18.3622,27.8581,27.7571,1.0000e-30,1.0000e-30,-1.9770,1.6158,-146.2346
29 Aug 2025 09:04:15.000,0,15.000,14.7622,29.762,-100.176,13.702,25463.0490,76.938,-66.698,1.575,-155.016,-158.021,-129.6127,-2.5047,184.5139,0.1713,0.0015,0.0918,0.0000,184.7785,0.048,4.467,2.856,0.000,0.000,0.073,1.350,0.000,8.794,420.893,-28.7465,44.8364,44.7286,2.0460,1.0000,0.000,0.0000,-18.2727,-18.3804,27.8467,27.7389,1.0000e-30,1.0000e-30,-2.2729,1.9002,-145.9274
